"scope","lang","const","translation","pages"
"global","hu","str_missing_shpfile","hiányos shp fájl",
"global","ro","str_missing_shpfile","fișier shape (.shp) incomplet",
"global","en","str_mit","what",
"global","hu","str_mit","mit",
"global","ro","str_mit","ce",
"global","en","str_modcount","modification count","mainpage_sidebar2.php,profile.php"
"global","hu","str_modcount","módosítások száma","mainpage_sidebar2.php,profile.php"
"global","ro","str_modcount","număr modificări","mainpage_sidebar2.php,profile.php"
"global","en","str_modify","modify","metaname.php,project_admin.php"
"global","hu","str_modify","módosítás","metaname.php,project_admin.php"
"global","ro","str_modify","modificare","metaname.php,project_admin.php"
"global","en","str_modifyit","modify it","project_admin.php"
"global","hu","str_modifyit","módosít","project_admin.php"
"global","ro","str_modifyit","modifică","project_admin.php"
"global","en","str_module_include_error","module including error","afuncs.php,default_modules.php"
"global","hu","str_module_include_error","modul beolvasás hiba","afuncs.php,default_modules.php"
"global","ro","str_module_include_error","module care includ erori","afuncs.php,default_modules.php"
"global","en","str_modules","modules","interface.php,project_admin.php"
"global","hu","str_modules","modulok","interface.php,project_admin.php"
"global","ro","str_modules","module","interface.php,project_admin.php"
"global","en","str_moreinfo_wms","For more information about the wms/wfs protocols follow these links","interface.php"
"global","hu","str_moreinfo_wms","További információkért a WMS/WFS protokollokról látogassa ezeket az oldalakat","interface.php"
"global","ro","str_moreinfo_wms","pentru informații suplimentare referitoare la protocoalele WMS/WFS, vă rugăm accesați linkurile următoare","interface.php"
"global","en","str_morenews","minden hír","interface.php,profile.php"
"global","hu","str_morenews","minden hír","interface.php,profile.php"
"global","ro","str_morenews","toate știrile","interface.php,profile.php"
"global","en","str_more_options","more options",
"global","hu","str_more_options","további opciók",
"global","ro","str_more_options","mai multe opțiuni",
"global","ru","str_more_options","больше вариантов",
"global","en","str_more_uploadform_options","Choose from the uploading facilities","upload.php"
"global","hu","str_more_uploadform_options","Válasszon a feltöltési lehetőségek közül","upload.php"
"global","ro","str_more_uploadform_options","Alege dintre opțiunile de încărcare date","upload.php"
"global","en","str_most_data","most data","mainpage_sidebar3.php"
"global","hu","str_most_data","legtöbb adat","mainpage_sidebar3.php"
"global","ro","str_most_data","cele mai multe observații","mainpage_sidebar3.php"
"global","en","str_most_frequent_species","most frequent species","common_pg_funcs.php,mainpage_sidebar2.php"
"global","hu","str_most_frequent_species","leggyakoribb fajok","common_pg_funcs.php,mainpage_sidebar2.php"
"global","ro","str_most_frequent_species","cele mai frecvente specii","common_pg_funcs.php,mainpage_sidebar2.php"
"global","en","str_most_uploads","most uploads","mainpage_sidebar3.php"
"global","hu","str_most_uploads","legtöbb feltöltés","mainpage_sidebar3.php"
"global","ro","str_most_uploads","cele mai multe încărcări","mainpage_sidebar3.php"
"global","en","str_mouse_zoom","mouse wheel zoom","interface.php"
"global","hu","str_mouse_zoom","egér görgő nagyítás","interface.php"
"global","ro","str_mouse_zoom","zoom cu roata mouseului","interface.php"
"global","en","str_my_last_upload","my last upload",
"global","hu","str_my_last_upload","utolsó saját feltöltésem",
"global","ro","str_my_last_upload","ultima mea încărcare",
"global","ru","str_my_last_upload","моя последняя вставка",
"global","en","str_name","name","metaname.php,profile.php,project_admin.php"
"global","hu","str_name","név","metaname.php,profile.php,project_admin.php"
"global","ro","str_name","nume","metaname.php,profile.php,project_admin.php"
"global","en","str_name_dist","distance",
"global","hu","str_name_dist","távolság",
"global","ro","str_name_dist","distanță",
"global","en","str_nameofproject","name of the database","profile.php"
"global","hu","str_nameofproject","adatbázis neve","profile.php"
"global","ro","str_nameofproject","nume proiect","profile.php"
"global","en","str_name_status","name status","metaname.php"
"global","hu","str_name_status","név státusz","metaname.php"
"global","ro","str_name_status","statut denumire","metaname.php"
"global","en","str_navigation","Navigation","interface.php"
"global","hu","str_navigation","Navigáció","interface.php"
"global","ro","str_navigation","navigare","interface.php"
"global","ru","str_navigation","навигация","interface.php"
"global","en","str_new","new","interface.php,profile.php,project_admin.php,results_builder.php,upload_show-table-form.php"
"global","hu","str_new","új","interface.php,profile.php,project_admin.php,results_builder.php,upload_show-table-form.php"
"global","ro","str_new","nou","interface.php,profile.php,project_admin.php,results_builder.php,upload_show-table-form.php"
"global","en","str_newactivation","Enter here the email address you registered with and the system sends a link that can be followed to set a new password.",
"global","hu","str_newactivation","Adja meg itt azt az email címét amivel regisztrált és a rendszer küld egy linket amit követve új jelszót tud megadni.",
"global","ro","str_newactivation","Introduceți adresa de email cu care v-ați înregistrat și vom trimite un nou mesaj de activare.",
"global","en","str_new_column","new column","project_admin.php"
"global","hu","str_new_column","új oszlop","project_admin.php"
"global","en","str_new_filter","New filter","results_builder.php"
"global","hu","str_new_filter","Új szűrés","results_builder.php"
"global","ro","str_new_filter","filtru nou","results_builder.php"
"global","en","str_new_project","Founding new project","interface.php"
"global","hu","str_new_project","Új adatbázis alapítása","interface.php"
"global","ro","str_new_project","proiect nou","interface.php"
"global","en","str_news_stream","news stream","interface.php"
"global","hu","str_news_stream","hír folyam","interface.php"
"global","ro","str_news_stream","știri","interface.php"
"global","en","str_nickname","nickname","interface.php,project_admin.php"
"global","hu","str_nickname","becenév","interface.php,project_admin.php"
"global","ro","str_nickname","nickname","interface.php,project_admin.php"
"global","en","str_no","no","common_pg_funcs.php,main.js.php,metaname.php,prepare_vars.php,project_admin.php,update_taxonc.php,upload_dynamic_js.php,upload.php,upload_show-table-form.php,wfs_show_results.php"
"global","hu","str_no","nem","common_pg_funcs.php,main.js.php,metaname.php,prepare_vars.php,project_admin.php,update_taxonc.php,upload_dynamic_js.php,upload.php,upload_show-table-form.php,wfs_show_results.php"
"global","ro","str_no","nu","common_pg_funcs.php,main.js.php,metaname.php,prepare_vars.php,project_admin.php,update_taxonc.php,upload_dynamic_js.php,upload.php,upload_show-table-form.php,wfs_show_results.php"
"global","en","str_no_forms_available","There are no upload methods at the current access level.","upload.php"
"global","hu","str_no_forms_available","Nincs elérhető feltöltési mód a jelenlegi hozzáférési szinten","upload.php"
"global","ro","str_no_forms_available","Nu există formulare accesibile la nivelul actual de acces","upload.php"
"global","en","str_no_inds","no. of individuals","project_admin.php"
"global","hu","str_no_inds","egyedek száma","project_admin.php"
"global","ro","str_no_inds","nr. de exemplare","project_admin.php"
"global","en","str_nonexcel_days","non-excel days","upload_show-table-form.php"
"global","hu","str_nonexcel_days","nem-excel napok","upload_show-table-form.php"
"global","ro","str_nonexcel_days","zile non-excel","upload_show-table-form.php"
"global","en","str_non_sci_names","non scientific names","metaname.php"
"global","hu","str_non_sci_names","nem tudományos nevek","metaname.php"
"global","ro","str_non_sci_names","denumiri populare","metaname.php"
"global","en","str_non_sci_sim_names","non scientific similar names","metaname.php"
"global","hu","str_non_sci_sim_names","nem tudományos alternatív nevek","metaname.php"
"global","ro","str_non_sci_sim_names","denumiri populare alternative","metaname.php"
"global","en","str_no_records","no. of data",
"global","hu","str_no_records","adatok száma",
"global","ro","str_no_records","nr. de observații",
"global","en","str_no_results_for_the_query","No results for the query","main.js.php, wfs_show_results.php"
"global","hu","str_no_results_for_the_query","Nincs eredménye a lekérdezésnek","main.js.php, wfs_show_results.php"
"global","ro","str_no_results_for_the_query","Interogarea nu are rezultat","main.js.php,wfs_show_results.php"
"global","en","str_no_such_mail_address","No such mail address","prepare_vars.php"
"global","hu","str_no_such_mail_address","Nincs ilyen email cím","prepare_vars.php"
"global","ro","str_no_such_mail_address","Adresa de email nu există","prepare_vars.php"
"global","en","str_no_such_user","No such user or mistyped password!","common_pg_funcs.php"
"global","hu","str_no_such_user","nem jó felhasználónév vagy jelszó","common_pg_funcs.php"
"global","ro","str_no_such_user","Nu există utilizatorul sau parola a fost scrisă greșit!","common_pg_funcs.php"
"global","en","str_no_thanks","No, thanks","upload_dynamic_js.php"
"global","hu","str_no_thanks","Nem, köszönöm","upload_dynamic_js.php"
"global","ro","str_no_thanks","No, thanks","upload_dynamic_js.php"
"global","en","str_nothing_happend","nothing happend with","update_taxonc.php"
"global","hu","str_nothing_happend","semmi sem változott","update_taxonc.php"
"global","ro","str_nothing_happend","nu s-a întâmplat nimic","update_taxonc.php"
"global","en","str_not_valid","not validated yet",
"global","hu","str_not_valid","nincs validálva",
"global","ro","str_not_valid","nevalidat",
"global","en","str_np","National Park",
"global","hu","str_np","Nemzeti park",
"global","ro","str_np","parc național",
"global","en","str_numeric","numeric","project_admin.php,upload_show-table-form.php"
"global","hu","str_numeric","szám","project_admin.php,upload_show-table-form.php"
"global","ro","str_numeric","număr","project_admin.php,upload_show-table-form.php"
"global","en","str_num_of_rows","num. of row","interface.php"
"global","hu","str_num_of_rows","sorok száma","interface.php"
"global","ro","str_num_of_rows","nr. rânduri de date","interface.php"
"global","en","str_obligatory","obligatory","profile.php,project_admin.php"
"global","hu","str_obligatory","kötelező","profile.php,project_admin.php"
"global","ro","str_obligatory","obligatoriu","profile.php,project_admin.php"
"global","en","str_observation_upload","upload observation","mainpage_footer.php"
"global","hu","str_observation_upload","megfigyelés feltöltése","mainpage_footer.php"
"global","ro","str_observation_upload","încărcare observație","mainpage_footer.php"
"global","en","str_off","off",
"global","hu","str_off","ki",
"global","ro","str_off","oprit",
"global","en","str_on","on","project_admin.php,upload_show-table-form.php"
"global","hu","str_on","be","project_admin.php,upload_show-table-form.php"
"global","ro","str_on","pornit","project_admin.php,upload_show-table-form.php"
"global","en","str_one_match","only for the selected name","project_admin.php"
"global","hu","str_one_match","csak a kiválasztott névre","project_admin.php"
"global","ro","str_one_match","doar pentru numele selectat","project_admin.php"
"global","en","str_onthemap","on the map","upload_show-table-form.php"
"global","hu","str_onthemap","a térképen","upload_show-table-form.php"
"global","ro","str_onthemap","pe hartă","upload_show-table-form.php"
"global","en","str_openbiomaps_consortium","OpenBioMaps Consortium",
"global","hu","str_openbiomaps_consortium","OpenBioMaps Konzorcium",
"global","ro","str_openbiomaps_consortium","Consorțiul OpenBioMaps",
"global","en","str_operations","operations","metaname.php,project_admin.php"
"global","hu","str_operations","műveletek","metaname.php,project_admin.php"
"global","ro","str_operations","operații","metaname.php,project_admin.php"
"global","en","str_opinion_post_1","- You can post your opinion with positive (+) or negatvie (-) voting.<br>- You can post your opinion without voting (ok).","interface.php,profile.php"
"global","hu","str_opinion_post_1","- Elküldheted a véleményed pozitív (+) vagy negatív (-) jelzéssel.<br>- Elküldheted a véleményed semleges jelzéssel (ok).","interface.php,profile.php"
"global","ro","str_opinion_post_1","- Poți exprima opinia votând în mod pozitiv (+) sau negativ (-).<br>- Poți exprima o opinie neutră (ok).","interface.php,profile.php"
"global","en","str_opinion_post_2","- The negative voting without explanation.<br>- The inconsistency between your comment and the voting.","interface.php,profile.php"
"global","hu","str_opinion_post_2","- A negatív véleménytő magyarázat nélkül.<br>- Az inkonzisztenciától a véleményed és a szavazatod között.","interface.php,profile.php"
"global","ro","str_opinion_post_2","- opinia negativă fără explicații.<br>- inconsecvența dintre votul exprimat și comentariul.","interface.php,profile.php"
"global","en","str_evaluation_score","evaluation score","data-sheet-page.php"
"global","hu","str_evaluation_score","értékelési pontszám","data-sheet-page.php"
"global","ro","str_evaluation_score","scor de evaluare","data-sheet-page.php"
"global","en","str_evaluation","evaluation","data-sheet-page.php"
"global","hu","str_evaluation","értékelés","data-sheet-page.php"
"global","ro","str_evaluation","evaluare","data-sheet-page.php"
"global","en","str_options","search options",
"global","hu","str_options","keresési opciók",
"global","ro","str_options","opțiuni",
"global","en","str_orange","orange",
"global","hu","str_orange","narancs",
"global","ro","str_orange","portocaliu",
"global","en","str_orcid_profile","ORCID profile","profile.php"
"global","hu","str_orcid_profile","ORCID profil","profile.php"
"global","ro","str_orcid_profile","profil ORCID","profile.php"
"global","en","str_other_databases","other databases","profile.php"
"global","hu","str_other_databases","más adatbázisok","profile.php"
"global","ro","str_other_databases","alte baze de date","profile.php"
"global","en","str_other_filters","other filters",
"global","hu","str_other_filters","egyéb szűrők",
"global","ro","str_other_filters","alte filtre",
"global","en","str_other_langs","this page is available in the following languages",
"global","hu","str_other_langs","az oldal az alábbi nyelveken érhető el",
"global","ro","str_other_langs","pagina este accesibilă în următoarele limbi",
"global","en","str_other_pubs","Other publications",
"global","hu","str_other_pubs","Egyéb publikációk",
"global","ro","str_other_pubs","alte publicații",
"global","en","str_own","own","interface.php,profile.php"
"global","hu","str_own","saját","interface.php,profile.php"
"global","ro","str_own","propriu","interface.php,profile.php"
"global","en","str_own_polygons","own geometries","interface.php,profile.php"
"global","hu","str_own_polygons","saját geometriák","interface.php,profile.php"
"global","ro","str_own_polygons","geometrii proprii","interface.php,profile.php"
"global","en","str_paddress","address","profile.php,project_admin.php"
"global","hu","str_paddress","cím","profile.php,project_admin.php"
"global","ro","str_paddress","adresă","profile.php,project_admin.php"
"global","en","str_page","page","upload_show-table-form.php"
"global","hu","str_page","oldal","upload_show-table-form.php"
"global","ro","str_page","pagină","upload_show-table-form.php"
"global","en","str_password","password","common_pg_funcs.php,profile.php"
"global","hu","str_password","Jelszó","common_pg_funcs.php,profile.php"
"global","ro","str_password","parolă","common_pg_funcs.php,profile.php"
"global","en","str_password_expired","Password expired, please use the 'Lost password' function to recreate it.","common_pg_funcs.php"
"global","hu","str_password_expired","A jelszó lejárt, kérjük használja az 'elfelejtett jelszó' funkciót a megújításhoz.","common_pg_funcs.php"
"global","ro","str_password_expired","Parolă expirată, vă rugăm folosiți funcția de 'Parolă uitată' pentru resetare.","common_pg_funcs.php"
"global","en","str_password_reset_request","[%PROJECTTABLE%] Password reset request","common_pg_funcs.php"
"global","hu","str_password_reset_request","[%PROJECTTABLE%] jelszó csere kérés","common_pg_funcs.php"
"global","ro","str_password_reset_request","[%PROJECTTABLE%] solicitare de resetare parolă","common_pg_funcs.php"
"global","en","str_pending","pending","profile.php"
"global","hu","str_pending","függő","profile.php"
"global","ro","str_pending","în așteptare","profile.php"
"global","en","str_photo_id","photo id","upload_show-table-form.php"
"global","hu","str_photo_id","fotó azonosító","upload_show-table-form.php"
"global","ro","str_photo_id","identificator fotografie","upload_show-table-form.php"
"global","en","str_photos","photos","project_admin.php"
"global","hu","str_photos","fotók","project_admin.php"
"global","ro","str_photos","fotografii","project_admin.php"
"global","en","str_pink","pink",
"global","hu","str_pink","rózsaszín",
"global","ro","str_pink","roz",
"global","en","str_plogin","Please Log in first!",
"global","hu","str_plogin","Előbb be kell jelentkezni!",
"global","ro","str_plogin","Vă rugăm să vă conectați prima dată!",
"global","en","str_point","point","project_admin.php,upload_show-table-form.php"
"global","hu","str_point","pont","project_admin.php,upload_show-table-form.php"
"global","ro","str_point","punct","project_admin.php,upload_show-table-form.php"
"global","en","str_policy_agree_info",,"common_pg_funcs.php"
"global","hu","str_policy_agree_info",,"common_pg_funcs.php"
"global","ro","str_policy_agree_info","În vederea îmbunătățirii transparenței și operarea mai corectă a datelor cu caracter personal, OpenBioMaps a schimbat <a class=""termsText"" href="""" data-target=""privacy"">Politica de confidență</a> , <a class=""termsText"" href="""" data-target=""terms"">Termenii și condițiile de utilizare</a> și <a class=""termsText"" href="""" data-target=""cookies"">Politica de cookie-uri</a>.","common_pg_funcs.php"
"global","en","str_polygon","polygon","profile.php,project_admin.php,upload_show-table-form.php"
"global","hu","str_polygon","poligon","profile.php,project_admin.php,upload_show-table-form.php"
"global","ro","str_polygon","poligon","profile.php,project_admin.php,upload_show-table-form.php"
"global","en","str_polygon_settings","manage custom geometries","profile.php"
"global","hu","str_polygon_settings","egyéni geometriák kezelése","profile.php"
"global","ro","str_polygon_settings","manipulare geometrii preîncărcate","profile.php"
"global","en","str_position","position","interface.php"
"global","hu","str_position","pozició","interface.php"
"global","ro","str_position","poziție","interface.php"
"global","ru","str_position","позиция","interface.php"
"global","en","str_preparation_of_results","Preparing results","main.js.php"
"global","hu","str_preparation_of_results","Az eredmények előkészítése","main.js.php"
"global","ro","str_preparation_of_results","Pregătirea rezultatelor","main.js.php"
"global","en","str_privacy_policy","privacy",
"global","hu","str_privacy_policy","adatkezelés",
"global","ro","str_privacy_policy","politica de confidență",
"global","en","str_private","private","common_pg_funcs.php,interface.php,project_admin.php"
"global","hu","str_private","privát","common_pg_funcs.php,interface.php,project_admin.php"
"global","ro","str_private","privat","common_pg_funcs.php,interface.php,project_admin.php"
"global","en","str_private_policy_info","Privacy policy and protecting","common_pg_funcs.php"
"global","hu","str_private_policy_info","A személyes adatok kezelése és védelme","common_pg_funcs.php"
"global","ro","str_private_policy_info","Politica de confidență, Termeni și condiții de utilizare, Politica de cookie-uri","common_pg_funcs.php"
"global","en","str_processing_query","Processing the query","main.js.php"
"global","hu","str_processing_query","A lekérdezés feldolgozása","main.js.php"
"global","ro","str_processing_query","Procesarea interogării","main.js.php"
"global","en","str_profile","profile","interface.php"
"global","hu","str_profile","profil","interface.php"
"global","ro","str_profile","profil","interface.php"
"global","ru","str_profile","профиль","interface.php"
"global","en","str_proj_comment","comments","profile.php"
"global","hu","str_proj_comment","kommentek","profile.php"
"global","ro","str_proj_comment","comentarii proiect","profile.php"
"global","en","str_proj_desc","description","profile.php"
"global","hu","str_proj_desc","projekt leírása","profile.php"
"global","ro","str_proj_desc","descrierea proiectului","profile.php"
"global","en","str_project","database","common_pg_funcs.php,interface.php,mainpage_sidebar1.php,profile.php,project_admin.php"
"global","hu","str_project","adatbázis","common_pg_funcs.php,interface.php,mainpage_sidebar1.php,profile.php,project_admin.php"
"global","ro","str_project","proiect","common_pg_funcs.php,interface.php,mainpage_sidebar1.php,profile.php,project_admin.php"
"global","en","str_project_administration","project administration","interface.php"
"global","hu","str_project_administration","projekt adminisztráció","interface.php"
"global","ro","str_project_administration","administrare proiect","interface.php"
"global","en","str_project_aims","aims","interface.php"
"global","hu","str_project_aims","célok","interface.php"
"global","ro","str_project_aims","scopuri","interface.php"
"global","en","str_projectdata","database informations",
"global","hu","str_projectdata","adatbázis információk",
"global","ro","str_projectdata","informații proiect",
"global","en","str_projection","projection","interface.php"
"global","hu","str_projection","projekció","interface.php"
"global","ro","str_projection","proiecție","interface.php"
"global","en","str_project_statistics","project statistics","mainpage_sidebar1.php"
"global","hu","str_project_statistics","projekt statisztika","mainpage_sidebar1.php"
"global","ro","str_project_statistics","statistici proiect","mainpage_sidebar1.php"
"global","ru","str_project_statistics","Статистика проекта","mainpage_sidebar1.php"
"global","en","str_project_team","The [%PROJECTTABLE%] team","common_pg_funcs.php"
"global","hu","str_project_team","Az [%PROJECTTABLE%] csapat","common_pg_funcs.php"
"global","ro","str_project_team","Echipa [%PROJECTTABLE%]","common_pg_funcs.php"
"global","en","str_project_users","project users","interface.php"
"global","hu","str_project_users","projekt felhasználók","interface.php"
"global","ro","str_project_users","utilizatorii proiectului","interface.php"
"global","en","str_proj_geom","project geometry","project_admin.php"
"global","hu","str_proj_geom","projekt geometria","project_admin.php"
"global","ro","str_proj_geom","geometrie proiect","project_admin.php"
"global","en","str_proj_sdesc","short description","profile.php"
"global","hu","str_proj_sdesc","projekt rövid leírás","profile.php"
"global","ro","str_proj_sdesc","descrierea sumară a proiectului","profile.php"
"global","en","str_pseudo_column","pseudo columns","project_admin.php"
"global","hu","str_pseudo_column","pszeudo oszlopok","project_admin.php"
"global","ro","str_pseudo_column","pseudo columns","project_admin.php"
"global","en","str_public","public","interface.php,project_admin.php"
"global","hu","str_public","publikus","interface.php,project_admin.php"
"global","ro","str_public","public","interface.php,project_admin.php"
"global","en","str_public_accessible_records","publicly available data",
"global","hu","str_public_accessible_records","publikus adatok",
"global","ro","str_public_accessible_records","număr de rezultate publice găsite",
"global","en","str_publisher","publisher",
"global","hu","str_publisher","kiadó",
"global","ro","str_publisher","editura",
"global","en","str_purple","purple",
"global","hu","str_purple","lila",
"global","ro","str_purple","mov",
"global","en","str_pworkpl","workplace","profile.php"
"global","hu","str_pworkpl","munkahely","profile.php"
"global","ro","str_pworkpl","organizație/instituție","profile.php"
"global","en","str_quantity","quantity",
"global","hu","str_quantity","mennyiség",
"global","ro","str_quantity","cantitate",
"global","en","str_query","Query","interface.php,metaname.php,project_admin.php"
"global","hu","str_query","Kérdés","interface.php,metaname.php,project_admin.php"
"global","ro","str_query","interogare","interface.php,metaname.php,project_admin.php"
"global","ru","str_query","запрос","interface.php,metaname.php,project_admin.php"
"global","en","str_query_by_id","query by id","metaname.php"
"global","hu","str_query_by_id","Lekérdezés azonosító alapján","metaname.php"
"global","ro","str_query_by_id","query by id","metaname.php"
"global","en","str_query_definitions","SQL query settings","interface.php,project_admin.php"
"global","hu","str_query_definitions","SQL lekérdezés beállítások","interface.php,project_admin.php"
"global","ro","str_query_definitions","setări interogare sql","interface.php,project_admin.php"
"global","en","str_query_set","Database query set",
"global","hu","str_query_set","Adatbázis lekérdezés összeállítása",
"global","ro","str_query_set","creare interogare",
"global","en","str_query_setsave","Query set and save",
"global","hu","str_query_setsave","Lekérdezések összeállítása és tárolása",
"global","ro","str_query_setsave","creare și salvare interogare",
"global","en","str_query_table","QUERY TABLE","interface.php"
"global","hu","str_query_table","LEKÉRDEZETT TÁBLA","interface.php"
"global","ro","str_query_table","TABELUL INTEROGAT","interface.php"
"global","ru","str_query_table","ТАБЛИЦА ЗАПРОСОВ","interface.php"
"global","en","str_quick_queries","quick queries",
"global","hu","str_quick_queries","gyors lekérdezések",
"global","ro","str_quick_queries","quick queries",
"global","ru","str_quick_queries","быстрые запросы",
"global","en","str_range_period","date range (without year)",
"global","hu","str_range_period","dátum tartomány (év nélkül)",
"global","ro","str_range_period","perioadă (fără an)",
"global","en","str_rarest_species","rarest species","common_pg_funcs.php"
"global","hu","str_rarest_species","legritkább fajok","common_pg_funcs.php"
"global","ro","str_rarest_species","cele mai rare specii","common_pg_funcs.php"
"global","en","str_read","read",
"global","hu","str_read","olvasás",
"global","ro","str_read","citire",
"global","en","str_recommended","recommended","profile.php"
"global","hu","str_recommended","ajánlott","profile.php"
"global","ro","str_recommended","recomandat","profile.php"
"global","en","str_recordsfound","records found",
"global","hu","str_recordsfound","találatok száma",
"global","ro","str_recordsfound","număr de rezultate găsite",
"global","en","str_red","red",
"global","hu","str_red","piros",
"global","ro","str_red","roșu",
"global","en","str_references","references","profile.php"
"global","hu","str_references","hivatkozások","profile.php"
"global","ro","str_references","referințe","profile.php"
"global","en","str_register","Register",
"global","hu","str_register","Regisztráció",
"global","ro","str_register","înregistrare",
"global","en","str_registration","Registration","common_pg_funcs.php"
"global","hu","str_registration","Regisztráció","common_pg_funcs.php"
"global","ro","str_registration","înregistrare","common_pg_funcs.php"
"global","en","str_relation","relation with other column","project_admin.php"
"global","hu","str_relation","kapcsolat más oszloppal","project_admin.php"
"global","ro","str_relation","relație cu altă coloană","project_admin.php"
"global","en","str_replace_all","replace all","upload_show-table-form.php"
"global","hu","str_replace_all","összes cseréje","upload_show-table-form.php"
"global","ro","str_replace_all","înlocuiește tot","upload_show-table-form.php"
"global","en","str_replace_match","replace match","upload_show-table-form.php"
"global","hu","str_replace_match","csere egyezésen","upload_show-table-form.php"
"global","ro","str_replace_match","înlocuiește dacă se potrivește","upload_show-table-form.php"
"global","en","str_replacvar","replace variable","project_admin.php"
"global","hu","str_replacvar","csere változó","project_admin.php"
"global","ro","str_replacvar","înlocuire variabilă","project_admin.php"
"global","en","str_report","report",
"global","hu","str_report","összefoglaló",
"global","ro","str_report","raport",
"global","en","str_reset_password_link","To reset your password follow the link below. If you can't click on the link, copy and paste it into your browser.","common_pg_funcs.php"
"global","hu","str_reset_password_link","A jelszó lecseréléshez kövesse a következő linket. Ha a link nem kattintható, másolja a böngészőbe.","common_pg_funcs.php"
"global","ro","str_reset_password_link","Pentru resetarea parolei urmăriți linkul de mai jos. Dacă linkul nu este activ, copiați-l în browser.","common_pg_funcs.php"
"global","en","str_restricted","restricted",
"global","hu","str_restricted","korlátozott",
"global","ro","str_restricted","restricționat",
"global","en","str_right","right","upload.php"
"global","hu","str_right","jobb","upload.php"
"global","ro","str_right","drept","upload.php"
"global","en","str_rights","rights",
"global","hu","str_rights","jogok",
"global","ro","str_rights","drepturi",
"global","en","str_ring_label","ring label","upload.php"
"global","hu","str_ring_label","gyűrű felirat","upload.php"
"global","ro","str_ring_label","inscripție inel","upload.php"
"global","en","str_romanian","Romanian","profile.php"
"global","hu","str_romanian","Román","profile.php"
"global","ro","str_romanian","română","profile.php"
"global","en","str_rom_name","Romanian name",
"global","hu","str_rom_name","Román név",
"global","ro","str_rom_name","denumire românească",
"global","en","str_row","row","interface.php,mainpage_sidebar2.php,profile.php,project_admin.php,results_builder.php,upload_funcs.php,upload_show-table-form.php"
"global","hu","str_row","sor","interface.php,mainpage_sidebar2.php,profile.php,project_admin.php,results_builder.php,upload_funcs.php,upload_show-table-form.php"
"global","ro","str_row","rând","interface.php,mainpage_sidebar2.php,profile.php,project_admin.php,results_builder.php,upload_funcs.php,upload_show-table-form.php"
"global","en","str_rowcount","data count","interface.php,mainpage_sidebar2.php,profile.php"
"global","hu","str_rowcount","feltöltött adatok száma","interface.php,mainpage_sidebar2.php,profile.php"
"global","ro","str_rowcount","număr de date încărcate","interface.php,mainpage_sidebar2.php,profile.php"
"global","en","str_rowid","row id","project_admin.php,results_builder.php"
"global","hu","str_rowid","sor azonosító","project_admin.php,results_builder.php"
"global","ro","str_rowid","identificator rând","project_admin.php,results_builder.php"
"global","en","str_rows","rows","upload_show-table-form.php"
"global","hu","str_rows","sorok","upload_show-table-form.php"
"global","ro","str_rows","rânduri","upload_show-table-form.php"
"global","en","str_rules_create","create access rules","project_admin.php"
"global","hu","str_rules_create","hozzáférési szabályok elkészítése","project_admin.php"
"global","ro","str_rules_create","creați reguli de acces","project_admin.php"
"global","en","str_running_date","pubication date","interface.php"
"global","hu","str_running_date","megjelenés dátuma","interface.php"
"global","ro","str_running_date","data publicației","interface.php"
"global","en","str_russian","Russian","profile.php"
"global","hu","str_russian","Orosz","profile.php"
"global","ro","str_russian","rusă","profile.php"
"global","en","str_sample_match","similarity match",
"global","hu","str_sample_match","hasonlóság egyezés",
"global","ro","str_sample_match","potrivire pe bază de similaritate",
"global","en","str_save","save","common_pg_funcs.php,interface.php,profile.php,project_admin.php"
"global","hu","str_save","mentés","common_pg_funcs.php,interface.php,profile.php,project_admin.php"
"global","ro","str_save","salvare","common_pg_funcs.php,interface.php,profile.php,project_admin.php"
"global","en","str_savedqueries","stored queries","interface.php,profile.php"
"global","hu","str_savedqueries","eltárolt lekérdezések","interface.php,profile.php"
"global","ro","str_savedqueries","interogări salvate","interface.php,profile.php"
"global","en","str_savedresults","saved results","interface.php,profile.php"
"global","hu","str_savedresults","elmentett eredmények","interface.php,profile.php"
"global","ro","str_savedresults","rezultate salvate","interface.php,profile.php"
"global","en","str_saveit","save it","profile.php"
"global","hu","str_saveit","mentsd el","profile.php"
"global","ro","str_saveit","salvează","profile.php"
"global","en","str_save_options","save options",
"global","hu","str_save_options","mentési opciók",
"global","ro","str_save_options","opțiuni de salvare",
"global","en","str_saveqlabel","label for saved query",
"global","hu","str_saveqlabel","cimke a lekérdezésnek",
"global","ro","str_saveqlabel","label for saved query",
"global","en","str_savequery","store query",
"global","hu","str_savequery","lekérdezés eltárolása",
"global","ro","str_savequery","stocare interogare",
"global","en","str_savequeryquestion","You have an unsaved query in the session. Are you saving it now?",
"global","hu","str_savequeryquestion","Mentetlen lekérdezése van a munkamenetben. Elmenti most?",
"global","ro","str_savequeryquestion","Aveți o căutare avansată nesalvată. Salvați acum?",
"global","en","str_savequery_results","save results",
"global","hu","str_savequery_results","eredmények eltárolása",
"global","ro","str_savequery_results","salvează rezultatele",
"global","en","str_saverlabel","label for saved results",
"global","hu","str_saverlabel","cimke az eredményeknek",
"global","ro","str_saverlabel","label for saved results",
"global","en","str_save_selection","save spatial selection",
"global","hu","str_save_selection","térbeli szelekció elmentése",
"global","ro","str_save_selection","salvare interogare spațială",
